,idNum,IPCNum,description,title
76,CN205235263U,A61B5/0245,本实用新型涉及一种多功能跑步机，主框架下部内安装有两个液压气缸，液压气缸上安装有主动滚筒，主动滚筒与从动滚筒上安装有跑带，控制装置包括与液压气缸、电机相连接的主板，在主板上镶嵌有CPU处理器、ROM存储器、电源、显卡A、网卡、硬盘、蓝牙装置A；智能眼镜包括眼部框架，眼部框架两端安装有支架，眼部框架内部安装主控制板，主控制板上安装有显卡B、声卡与蓝牙装置B，显示屏幕安装在眼部框架内侧与主控制板连接。控制装置为智能眼镜传送多种环境的视频，视频内部会呈现转弯或爬坡，液压气缸带动主动滚筒，进行上下角度与左右角度倾斜模仿视频中的转弯或爬坡状态；其结构简单、使用方便快捷、智能化程度高等诸多优点。,一种多功能跑步机
77,CN105342596A,A61B5/0245,本发明主要是解决现有产品所存在的技术问题，从而提供一种可以提高心率检测准确性的方法，可以实现可穿戴设备对心率数据的准确检测，同时提供一种可以准确检测心率准确性的系统，综合两种发明为老人的生命安全提供多一份保障。,提高心率检测准确性的方法和系统
78,CN105342595A,A61B5/0245,一种属于智能化幼儿园技术领域的心跳速度监测警示装置，包括控制器、无线信号发送接收器、手机、中央处理器、命令翻译器、控制模块、腕式监测器、定位器、监测装置，控制器、第一无线信号发送接收器均布置在幼儿园室内活动区的墙体上，手机放置在幼儿园老师身上，腕式监测器戴在幼儿园孩子的手腕上，第二无线信号发送接收器、定位查询模块布置在手机内并通过内部线束相连接，定位器、第三无线信号发送接收器布置在腕式监测器。在本发明中，幼儿园老师可以利用自己的手机可以查询每个特定孩子的具体位置，并实时监测孩子的身体状况。本发明设计合理，结构简单，适用于幼儿园的智能化设计。,心跳速度监测警示装置
79,CN105496389A,A61B5/0245,一种属于智能化幼儿园技术领域的身体温度检测警示装置，包括控制器、无线信号发送接收器、手机、中央处理器、命令翻译器、控制模块、腕式监测器、定位器、监测装置，控制器、第一无线信号发送接收器均布置在幼儿园室内活动区的墙体上，手机放置在幼儿园老师身上，腕式监测器戴在幼儿园孩子的手腕上，第二无线信号发送接收器、定位查询模块布置在手机内并通过内部线束相连接，定位器、第三无线信号发送接收器布置在腕式监测器。在本发明中，幼儿园老师可以利用自己的手机可以查询每个特定孩子的具体位置，并实时监测孩子的身体状况。本发明设计合理，结构简单，适用于幼儿园的智能化设计。,身体温度检测警示装置
80,CN205094427U,A61B5/0245,本实用新型公开一种蓝牙心率检测贴，包括心率贴本体，心率贴本体设有开口，心率贴本体背面设有胶贴，心率贴本体内设有的心率传感器与运放电路相连接，心率传感器、运放电路与蓝牙控制器连接；蓝牙控制器与电池和报警器相连接，蓝牙控制器将数据传输到终端；本实用新型的心率贴小巧、使用简单，且价格低廉，更换方便，非常便于推广。,一种蓝牙心率检测贴
81,CN105326493A,A61B5/0245,本发明提供一种基于可穿戴电子设备的心率监测方法及系统，涉及可穿戴电子设备技术领域。该方法包括：采用可穿戴电子设备内置的心率传感器实时采集用户的心率数据；对心率数据进行分析处理，以获取用户的心率变化曲线；根据心率变化曲线判断用户的心率是否在预设的标准心率范围内变化，并将判断结果转换为相应的控制信号后发送至与所述可穿戴电子设备建立有蓝牙连接的移动终端，使移动终端根据所述控制信号确定是否向用户输出预警信息。本发明能够使用户直观的获取心率数据，并能够在用户的心率异常时向用户发出预警信息，使用户能够根据预警信息及时采取相应的疾病预防措施，提高了用户对可穿戴电子设备的依赖度。,一种基于可穿戴电子设备的心率监测方法及系统
82,CN105361874A,A61B5/0245,本发明涉及穿戴式智能设备领域，具体地说，是可与智能终端相连的运动手表，包括腕带和外壳体，腕带穿过外壳体，外壳体内从上往下依次封装有液晶屏、SIM卡、控制芯片、锂电池、传感器组、定位跟踪器，传感器组包括心率传感器和血氧饱和度传感器，心率传感器和血氧饱和度传感器设置在外壳体最底层与使用者皮肤直接接触，心率传感器和血氧饱和度传感器通过导线与控制芯片相连，控制芯片与液晶屏相连，SIM卡与控制芯片相连用来连接智能手机或平板电脑，锂电池为整个装置提供电力供应。,一种智能运动手表
83,CN205234474U,A61B5/0245,本实用新型涉及护理检测系统的技术领域，公布了老年人远程护理检测系统，包括检测装置、与检测装置电性连接的家属终端以及与家属终端电性连接的医生终端，检测装置包括检测元件以及与家属终端连接的通讯元件，检测元件与医生终端电性连接。与现有技术相比，本实用新型提供的老年人远程护理检测系统，通过检测元件检测老年人的身体情况，发送到医生终端，医生根据数据分析老年人的身体健康状况，如果需要治疗，则将治疗的时间等信息发送给家属终端，家属终端可以根据治疗信息带着老年人去护理治疗，可以提高护理的效率，避免排队，浪费时间，并且医生事先了解老年人的情况，可以提高护理的质量。,老年人远程护理检测系统
84,CN205055342U,A61B5/0245,本实用新型公开了一种具有报警功能的游泳眼镜，包括眼镜本体，所述眼镜本体包括相互连接的头带和眼镜框，所述头带的内侧间隔的设有一温度传感器和一心率传感器，所述眼镜框的顶部中间位置处设有一密封块，所述密封块内设有蓄电池，所述蓄电池分别与一存储单元、微处理器和信号发射单元相连接，所述微处理器分别与所述温度传感器、心率传感器、存储单元和信号发射单元相连接，以及还包括外部的多个信号接收器，多个所述信号接收器与所述信号发射单元通讯连接。本实用新型避免了救生员不易发现游泳者状态的现象，从而能在最佳救援时间内实施救援，进而提高了游泳者的安全性。,一种游泳眼镜
85,CN105147278A,A61B5/0245,本发明公开了一种具备自动分析和实时信息分享功能的远程心电图监测系统实现方法，S1、动态心电自动分析设备采集心电信号和运动传感器信号并进行实时分析；S2、动态心电自动分析设备将分析结果通过低功耗蓝牙通信模块进行无线传输；S3、用户监护端接收数据，并进行本地实时处理后传送到远程监护端；S4、远程监护端将接收到的信息送交长程指标实时分析处理和预警模块，将处理结果提交至信息分享模块；S5、信息分享模块对接收到信息，按照预先设定的分享范围和分享机制进行实时分享。本发明的有益效果是：最大程度的减少无线传输的数据，减少了人为干预，实现了高度自动化的分析，提高了严重事件的实时预测与预警能力。,一种具备自动分析和实时信息分享功能的远程心电图监测系统实现方法
86,CN105125200A,A61B5/0245,本发明公开一种无线耳夹式耳机心率仪及其控制方法，该心率仪包括主控CPU、心率传感器、耳机模块、无线收发模块以及数据储存模块；所述心率传感器与主控CPU的输入端相连，并将采集的心率信息发送到主控CPU中；所述耳机模块与主控CPU的输出端相连，并将主控CPU传送的音频信息进行播放；所述数据储存模块与主控CPU的输出端相连，并储存主控CPU中的信息；所述无线收发模块与主控CPU相连，并通过无线连接方式进行主控CPU与智能控制终端之间的数据传输。通过将耳机模块与心率传感器相结合，同时通过无线收发模块进行数据的传输，这样就可以在听音乐的同时对心率进行测量，同时还可以通过远程的智能控制终端及时获取信息并控制。,无线耳夹式耳机心率仪及其控制方法
87,CN205197984U,A61B5/0245,本实用新型公开一种无线耳夹式耳机心率仪，包括主控CPU、心率传感器、耳机模块、无线收发模块以及数据储存模块；所述心率传感器与主控CPU的输入端相连，并将采集的心率信息发送到主控CPU中；所述耳机模块与主控CPU的输出端相连，并将主控CPU传送的音频信息进行播放；所述数据储存模块与主控CPU的输出端相连，并储存主控CPU中的信息；所述无线收发模块与主控CPU相连，并通过无线连接方式进行主控CPU与智能控制终端之间的数据传输。通过将耳机模块与心率传感器相结合，同时通过无线收发模块进行数据的传输，这样就可以在听音乐的同时对心率进行测量，同时还可以通过远程的智能控制终端及时获取信息并控制。,无线耳夹式耳机心率仪
88,CN104997500A,A61B5/0245,"本发明揭示了一种基于可穿戴设备的车载健康监测系统,系统包括可穿戴设备、车载导航和服务平台，本发明的优点在于结合车联网与可穿戴设备的优势，为驾驶者提供更安全贴心的驾驶服务。由于驾驶者在行车过程中一直处于静坐且精神高度集中，因此驾驶者的健康直接影响到行驶的安全，目前尚没有可以检测驾驶者健康状态的设备及系统；本发明拟将目前的可穿戴设备引入到车上，在驾驶过程中关注驾驶者的健康状态信息，具备收集驾驶者健康数据，给出健康建议以及紧急时刻给驾驶者及家人提醒。",一种基于可穿戴设备的车载健康监测系统
89,CN205054176U,A61B5/0245,本实用新型公开了一种智能测温装置，包括卡扣、上表带、固定箍、手表壳体、显示屏、电源开关、复读开关、下表带和控制系统；所述上表带上端连接有卡扣；所述上表带上套有固定箍；所述上表带下端连接有手表壳体；所述手表壳体右端安装有电源开关和复读开关；所述手表壳体下端连接有下表带；所述控制系统包括感应器、传感器、GPS模块、控制器、报警器、无线收发模块和客户端，所述控制器分别与感应器、传感器、GPS模块、报警器、无线收发模块电性相连，所述无线收发模块与客户端通过网络连接。本实用新型能够通过客户端访问检测的体温和心律数据；报警器能对老人体温或心律异常报警；GPS模块能进行定位。,一种智能测温装置
90,CN204971263U,A61B5/0245,本实用新型公开了一种可穿戴式的智能心率监测系统，包括终端显示系统、指环，及安装在指环内部的心率监测电路板；所述心率监测电路板上设置有微控制器，及与微控制器电连接的电源电路、USB接口保护电路、蓝牙通讯模块、心率电路；所述心率电路的输入端电连接有心率信号；所述蓝牙通讯模块通过蓝牙信号与终端显示系统进行通讯。本实用新型的可穿戴式的智能心率监测系统，通过心率电路将心率信号转换成数字信号，并传输给微控制器；利用微控制器将该数字信号进行处理，并通过蓝牙通讯模块，将心率数值以及波形在终端显示系统上显示。,一种可穿戴式的智能心率监测系统
91,CN205031528U,A61B5/0245,本实用新型涉及保健和理疗设备技术领域，尤其涉及一种桑拿浴室。设有wifi智能控制系统的智能远红外桑拿浴室，包括一桑拿浴室主体，桑拿浴室主体内设有一远红外发热装置，远红外发热装置的控制端连接一微处理系统，微处理系统连接一wifi模块，微处理系统还连接一传感器系统；传感器系统包括一温度传感器、一湿度感应器；桑拿浴室主体还配备有一远程遥控端；远程遥控端通过wifi模块无线连接微处理系统。本实用新型通过结构优化，可远距离设置桑拿浴室的开关、温度和湿度等，通过传感器系统进行感知温度、湿度，超过设定时，微处理系统接可进行调整。,设有wifi智能控制系统的智能远红外桑拿浴室
92,CN204950934U,A61B5/0245,本实用新型公开了一种基于移动互联网的多功能心率测量仪，包括测量仪主体，其特征在于：该测量仪主体包括测量仪壳体、安装在测量仪壳体端面上的显示端、若干个设置在所述测量仪壳体上的按键以及设置在测量仪壳体内腔的数据处理单元，所述的数据处理单元上还设有用于与手机APP对接的数据处理蓝牙模块以及数据存取模块，在测量仪壳体的后端设置有用于提供电源的电池仓，该测量仪壳体其设置有夹持机构，该夹持机构上设置有环状的手指夹槽，在该手指夹槽的端面上设置有与所述数据处理单元线连接的红外光电传感器。具有小型化、低功耗、智能化程度高，在使用上有便携和易操作的特点，本设计其还可以把以往测量的数值都储存起来。,一种基于移动互联网的多功能心率测量仪
93,CN205031247U,A61B5/0245,本实用新型涉及一种医疗设备，特别是一种便携式胎心监测仪，包括上盖、中框和下盖，所述中框卡合的安装在上盖中，所述上盖和下盖通过卡扣连接成闭合体，上盖的一部分、中框的一部分以及下盖组合后形成平滑的外表面；所述中框和下盖组合后形成空腔，该空腔中设有主板、与主板电连接的电源模块、与主板信号连接的信号处理模块以及与信号处理模块信号连接的探头模块；本胎心监测仪将探头模块和其他模块集成在一起，便于手持使用。,一种便携式胎心监测仪
94,CN204863162U,A61B5/0245,本实用新型公开了一种胎心监测装置，包括：用于探测腹壁处混合信号的第一采集探头；与所述第一采集探头相连的第一信号采集模块，所述第一信号采集模块用于对所述混合信号进行处理以输出第一数字信号；与所述第一信号采集模块相连的胎心提取模块，所述胎心提取模块用于根据所述第一数字信号提取胎心信号；与所述胎心提取模块相连的分析计算模块，所述计算模块用于对所述胎心信号进行分析以获取分析结果，并根据所述分析结果计算胎心参数。由此，该胎心监测装置通过被动方式采集人体的生理信号，不主动发射超声波，可实时获取胎儿的健康信息，并计算出胎心参数，为用户提供直观的量化指标。,胎心监测装置
95,CN204888983U,A61B5/0245,本实用新型涉及一种手杖。为解决现有的手杖无法对用户的生命体征进行监测，避免意外发生，本实用新型提出一种智能手杖，包括手杖本体，该手杖本体上端设置为手柄，手柄上设置有用于监测手杖本体的震动的应力传感器和检测用户的心率的心率检测器；在手杖本体内设置有手杖电源和控制电路，手杖电源为控制电路、应力传感器及心率检测器供电；应力传感器与控制电路连接，监测到的震动数据经控制电路处理后传输到显示模块或用户手机APP中显示；心率检测器与控制电路中连接，检测到的心率数据经控制电路处理后传输到显示模块或用户手机APP中显示。使用这样的智能手杖，可对手杖本体上的应力变化进行实时监测，可对用户的心率进行实时检测。,智能手杖
96,CN204988479U,A61B5/0245,本实用新型涉及一种体重秤，尤其涉及一种可以对用户的生命体征，比如心率进行测量的智能体重秤。为解决现有的体重秤只能测量体重，功能单一的问题，本实用新型提出一种智能体重秤，包括承载板，承载板下有设置功能盒，该功能盒内设置有体重秤电源和控制电路；在承载板下设置有应力传感器，对承载板承重时产生的应力进行监测，将监测到的应力数据传输到控制电路中；控制电路对应力数据进行处理后得到用户的体重，并传输到嵌置在承载板上的显示模块进行显示；体重秤电源为应力传感器和控制电路供电。使用这样的智能体重秤，检测方便，显示直观，并能够存储测量结果。,智能体重秤
97,CN204813861U,A61B5/0245,本实用新型涉及一种基于传感器的身体检测装置，包括基座、脉搏检测模块、步数检测模块和肌肉传导检测模块和移动终端，其中，基座内部设置有存储模块和发射模块；脉搏检测模块、步数检测模块和肌肉传导模块连接着存储模块，脉搏检测模块、步数检测模块和肌肉传导模块检测人体数据，并发送给存储模块；存储模块将数据进行整合；发射模块将储存模块整合的人体数据发送给移动终端；移动终端通过显示模块将人体数据显示出来。本实用新型不同于传统单一的身体检测设备，既可以单独使用，也可以组合使用，检测的数据经过基座内的控制模块整合之后，发送给手机和电脑等移动终端，手机和电脑等移动终端能够将人体数据记录、显示和提供建议。,一种基于传感器的身体检测装置
98,CN204971262U,A61B5/0245,本实用新型涉及健康检测设备技术领域，具体涉及一种新型的人体健康信息采集装置。所述的固定底座的上端设置有手腕放置凹槽，且固定底座的右侧上端固定有升降杆，固定底座的内部设置有数据监测发射电路；所述的升降杆的中间活动套接有升降调节支架，升降杆的上端固定有固定螺纹杆，固定螺纹杆的左端穿插旋接有升降调节螺杆，升降调节螺杆的底部与升降调节支架的上端连接，升降调节支架的下端左侧设置有脉搏跳动传感器，脉搏跳动传感器通过数据连接线与数据监测发射电路连接。它结构简单，设计新颖，能够自动测量脉搏，然后测量的数据通过数据监测发射器发射给手机，最后通过手机App软件来诊断心率情况，方便实用。,一种新型的人体健康信息采集装置
99,CN204839500U,A61B5/0245,本实用新型涉及一种智能手腕穿戴设备，尤其涉及一种具有生命体征监测报警功能的手环，包括腕带和外壳体，腕带穿过外壳体，外壳体内封装有主控板、蓝牙芯片、电池、心率传感器和血氧饱和度传感器，心率传感器和血氧饱和度传感器设置在外壳体最底层与使用者皮肤直接接触，心率传感器和血氧饱和度传感器通过导线与主控板相连，蓝牙芯片与主控板相连用来连接智能手机，电池为整个报警设备提供电源，弥补市场上的空白，稳定性好，待机时间长，全自动监测使用者生命体征状况并自动报警，穿戴式设计不影响使用者正常活动。,一种穿戴式的生命体征检测报警设备
100,CN204695006U,A61B5/0245,本实用新型公开了一种远程心率监测手表，包括外壳、布设在外壳内的电子线路板和安装在外壳上的显示器，电子线路板包括微控制器模块和电源模块，以及与微控制器模块相接的数据存储单元、无线通信模块和对手机发送短信信息的短信收发模块，微控制器模块的输入端接有心率传感器、三轴加速度传感器和定位传感器，微控制器模块的输出端接有声光报警电路，电源模块包括依次连接的充电保护电路、锂电池和稳压电路，稳压电路为电子线路板提供稳定电压的供电回路中串联有供电开关，稳压电路为显示器提供稳定电压的供电回路中串联有显示器开关，本实用新型设计新颖，具有实时监测使用者心率数据且当手表滑落时及时报警同时远程数据传输的功能，实用性强。,一种远程心率监测手表
101,CN104887213A,A61B5/0245,本发明公开了一种与手机建立连接的低功耗心率检测装置和方法，该装置包括心率传感器模块、控制模块、低功耗蓝牙模块、安卓客户端应用APP。心率传感器模块包括光源、光接收器、滤波电路以及放大电路，该模块主要功能是通过接收因透光率的变化而反射的光信号，并将其转化为电信号，并进行平滑滤波、放大处理，实现心率信号的采集。控制模块主要功能是将心率传感器采集到心率的原始波形进行采样，然后计算出1分钟内的心跳数，即BPM值。低功耗蓝牙模块的主要功能是实现数据的发送。安卓客户端则是编写成智能手机APP的形式，调用手机本身的蓝牙模块、按键模块、LCD模块、电源模块、存储模块以及控制器模块进行数据的接收、处理与显示。,一种与手机建立连接的低功耗心率检测装置和方法
102,CN205072850U,A61B5/0245,本实用新型公开了一种与手机建立连接的低功耗心率检测装置，该装置包括心率传感器模块、控制模块、低功耗蓝牙模块、安卓客户端应用APP。心率传感器模块包括光源、光接收器、滤波电路以及放大电路，该模块主要功能是通过接收因透光率的变化而反射的光信号，并将其转化为电信号，并进行平滑滤波、放大处理，实现心率信号的采集。控制模块主要功能是将心率传感器采集到心率的原始波形进行采样，然后计算出1分钟内的心跳数，即BPM值。低功耗蓝牙模块的主要功能是实现数据的发送。安卓客户端则是编写成智能手机APP的形式，调用手机本身的蓝牙模块、按键模块、LCD模块、电源模块、存储模块以及控制器模块进行数据的接收、处理与显示。,一种与手机建立连接的低功耗心率检测装置
103,CN204812422U,A61B5/0245,本实用新型提供一种智能手镯，包括一腕带，在腕带上设有显示屏，该智能手镯还包括：微控制器，微控制器分别连接蓝牙芯片、加速度传感器、霍尔传感器和显示屏；所述加速度传感器用于采集各轴加速度并向微控制器反馈，微控制器根据各轴加速度信息生成人体运动参数；所述霍尔传感器用于采集人体心率并向微控制器反馈；所述微处理器将反馈的相应数据信息在显示屏上进行显示；并通过蓝牙芯片传至主机并显示出。本实用新型能够实时采集人们运动中的信息并显示，还可以与智能手机配套，将采集的信息上传显示。,智能手镯
104,CN105054894A,A61B5/0245,本发明公开了一种老年人健康数据检测手环，包括心率检测，跌倒检测，GPS定位，通过网络云端服务器自动向家人，医院求救，节能显示器.针对老人更容易在跌倒时受到严重的伤害，与一般的健康手环相比增加了跌倒检测；增加了社区医院作为第三方，对健康异常老人进行及时介入和救治，大大缩短救治的响应的时间，增加了救治的主动性；健康数据云存储，更便于基于大数据的相关医学研究和个性化健康服务定制；增加了手持终端的微信公众平台和手机app，方便家人随时随地及时了解家中老人的健康状况，更增加了节能显示器，延长了老年人健康数据检测手环的使用时间。,一种老年人健康数据检测手环
105,CN204863099U,A61B5/0245,本实用新型公开了一种便携体温心率检测计，包括体温计本体，体温计本体包括测温表体、第一腕带、第二腕带，测温表体的下端与第一腕带相连接，测温表体的上端与第二腕带相连接；所述测温表体外部设有外部环境温度传感器，测温表体上安装有显示屏；测温表体背面设有心率传感器和红外线温度传感器，测温表体内部设有控制芯片、存储器、蓝牙发射装置，红外线温度传感器与控制芯片的输入端电连接，外部环境温度传感器与控制芯片的输入端电连接，蓝牙发射装置与控制芯片的输出端相连接。本实用新型能自动完成体温测量和心率监测，使用非常方便，数据蓝牙通信发送至手机APP，并可将数据分析结果共享。测量误差小，测量精确性高，适于广泛应用。,一种便携体温心率检测计
106,CN104840203A,A61B5/0245,一种耳戴式体征监测系统，包括：显示模块、信号处理模块以及分别与之相连的信号采集模块、无线传输模块、数据存储模块、运动检测模块和报警通知模块，其中：信号采集模块与信号处理模块相连并传输采集到的血氧信号的信息，运动检测模块与信号处理模块相连并传输采集到的运动速度、加速度的数据，信号处理模块与信号采集模块、无线传输模块、数据存储模块、运动检测模块和报警通知模块传输经过处理后的数据，无线传输模块将数据无线传输至显示模块，显示模块将接收到的数据以波形、数字等形式显示出来，数据存储模块将数据存储下来，报警通知模块在数据异常时发出警报或者需要通知佩戴者相关事宜时发出通知。本发明不仅可以在运动中计步，量化锻炼的程度，而且可以实时监测血氧和心率，在身体出现异常时及时提醒，还可以存储数据，长期监护用户的身体状况。,耳戴式体征监测系统
107,CN204580002U,A61B5/0245,本实用新型公开一种心率检测纱巾，包括真丝棉混纺纱巾、柔性电路、心率传感器、嵌入式微处理芯片、蓝牙以及纽扣电池，所述真丝棉混纺纱巾为双层手腕用纱巾或颈部用纱巾，所述柔性电路嵌入于真丝棉混纺纱巾中央，所述心率传感器与柔性电路相连接并且设置于真丝棉混纺纱巾表面，所述嵌入式微处理芯片集成于心率传感器内部，所述蓝牙集成于心率传感器内部并且与嵌入式微处理器芯片相连接，所述纽扣电池设置于柔性电路板上并且位于真丝棉混纺纱巾内层。通过上述方式，本实用新型提供一种心率检测纱巾，能够针对现有纱巾功能单一的缺陷，对纱巾增加了心率传感器，能够实现蓝牙传输心率数据，随时检测到心率数据，增强健康意识。,一种心率检测纱巾
108,CN104872871A,A61B5/0245,本发明公开一种心率检测纱巾，包括真丝棉混纺纱巾、柔性电路、心率传感器、嵌入式微处理芯片、蓝牙以及纽扣电池，所述真丝棉混纺纱巾为双层手腕用纱巾或颈部用纱巾，所述柔性电路嵌入于真丝棉混纺纱巾中央，所述心率传感器与柔性电路相连接并且设置于真丝棉混纺纱巾表面，所述嵌入式微处理芯片集成于心率传感器内部，所述蓝牙集成于心率传感器内部并且于嵌入式微处理器芯片相连接，所述纽扣电池设置于柔性电路板上并且位于真丝棉混纺纱巾内层。通过上述方式，本发明提供一种心率检测纱巾，能够针对现有纱巾功能单一的缺陷，对纱巾增加了心率传感器，能够实现蓝牙传输心率数据，随时检测到心率数据，增强健康意识。,一种心率检测纱巾
109,CN204618211U,A61B5/0245,一种用于人体生理与运动状态监测的系统，属于健康监测器械技术领域。包括控制器、液晶显示模块、加速度传感器电路、电源电路、H桥驱动电路、反射式光电传感器、滤波电路、蓝牙模块以及APP终端，控制器分别与液晶显示模块、加速度传感器电路、电源电路、H桥驱动电路、滤波电路以及蓝牙模块连接，反射式光电传感器分别与H桥驱动电路以及滤波电路连接，APP终端与蓝牙模块连接。优点：能监测人体血氧饱和度、脉率以及人体的睡眠、运动状态，测量部位不受限制，能根据测得的生理参数及睡眠、运动状态给出对应的健康建议，综合性强、功能全面；模块化的设计，使得产品体积小巧、便于携带；APP终端的应用，能方便用户远程查看健康数据。,一种用于人体生理与运动状态监测的系统
110,CN204581262U,A61B5/0245,本实用新型涉及一种智能手环，包括表带、电子显示屏、带有蓝牙模块的单片机、心率传感器、GPS传感器、wifi模块、电源、第一按钮、第二按钮和第三按钮，电子显示屏、第一按钮、第二按钮和第三按钮设置在表带外侧，其中，电子显示屏设置于表带中间位置，第一按钮、第二按钮和第三按钮依次设置在电子显示屏一侧的表带上，带有蓝牙模块的单片机、GPS传感器、wifi模块和电源设置在电子显示屏对应位置的表带腔室内，心率传感器设置在表带内侧，本实用新型主要是测量老人的心率脉搏和实时定位老人的地理位置，为用户提供数据，从而达到预防老人心脏病突发的事件。,智能手环
111,CN204562139U,A61B5/0245,本实用新型涉及一种脉搏测量设备及系统，具体涉及一种头戴式运动连续脉搏测量设备及系统，主要包括机体和弹性头带，所述机体固定在弹性头带上，所述机体包括蓝牙模组、心率模块和电源管理模块，所述心率模块检测到脉搏信号并传送给蓝牙模组，所述蓝牙模组把脉搏信号发射出去，所述电源管理模块为蓝牙模组和心率模块提供电源。本实用新型的头戴式运动连续脉搏测量设备能精确测量动态连续脉搏值，接收终端安装软件客户端，可以显示实时脉搏值，并设置个人安全脉搏值，当运动中脉搏实际值大于个人安全脉搏值时软件给出提示，并可作为信号自动降低跑步机的速度。本实用新型可以指导人们进行合理的身体锻炼，达到更好的锻炼效果。,头戴式运动连续脉搏测量设备及系统
112,CN104586408A,A61B5/0245,本发明提供一种指夹式血氧计，包括：信号采集单元、信号处理单元、显示单元、壳体，所述信号采集单元采集人体血氧信号及人体脉率信号，信号处理单元基于血氧信号计算得到人体血氧参数，基于脉率信号计算得到人体脉率参数，显示单元用于显示的血氧参数和脉率参数；所述壳体的上壳体和/或下壳体上设有辅助组件，该辅助组件具有与人体手指肚相适形的凹陷及定位部件，定位部件可以确定人体手指肚相对于凹陷的位置是否正确。所述指夹式血氧计不仅能解决手指夹压不准确的问题，还可以在人体血氧参数过低或脉率参数过低时，将使用者刺激唤醒。,一种指夹式血氧计
113,CN204520709U,A61B5/0245,本实用新型提供一种指夹式血氧计，包括：信号采集单元、信号处理单元、显示单元、壳体，所述信号采集单元采集人体血氧信号及人体脉率信号，信号处理单元基于血氧信号计算得到人体血氧参数，基于脉率信号计算得到人体脉率参数，显示单元用于显示的血氧参数和脉率参数；所述壳体的上壳体和/或下壳体上设有辅助组件，该辅助组件具有与人体手指肚相适形的凹陷及定位部件，定位部件可以确定人体手指肚相对于凹陷的位置是否正确。所述指夹式血氧计不仅能解决手指夹压不准确的问题，还可以在人体血氧参数过低或脉率参数过低时，将使用者刺激唤醒。,一种指夹式血氧计
114,CN104622454A,A61B5/0245,本发明涉及一种多功能手环式人体智能监控器系统，具体包括心率传感器、人体姿态传感器、按键模块、微型振动马达、GPS模块、GSM模块、电源模块、系统处理器、存储模块以及数据服务器和智能终端。尤其所述系统处理器可通过按键模块设置心率危险值α和报警值β，并采用三级监测机制，用以判断人体跌倒、正常行走和睡眠三级运动状态；所述GSM模块中的SIM卡预设报警电话号码110、当地医院救助电话号码以及亲属电话号码。采用此系统，可以针对心脏突发和人体跌倒情况实现自动报警，以及能够精确预判跌倒状态并可传输至用户智能终端。,一种多功能手环式人体智能监控器系统
115,CN204618219U,A61B5/0245,本实用新型涉及一种自动报警的心脏远程监控装置，包括系统处理器、和所述系统处理器相互连接的心率传感器、人体姿态传感器、存储器模块、为装置提供电力的电源模块、实现装置全球定位的GPS以及通信模块。通过心率传感器采集到的人体心电信号，并在GSM模块中的SIM卡预设报警电话号码110、当地医院救助电话号码以及亲属电话号码，心脏远程监控装置实现了自动报警和自动通知医生、家属的功能；通过GPS模块的全球定位功能，使病人发生突发性心脏病时，可得到及时的救援，减少没有必要的死亡；通过将报告发送至数据服务器，为医学研究提供了大量资料。,一种自动报警的心脏远程监控装置
116,CN204428023U,A61B5/0245,本实用新型公开了一种手机测量心率系统，包括手机接近传感器、电阻R1、电阻R2、电阻R3、电阻R4、电容C1、电容C2、VIO28_PMU线、VIO18_PMU线、SCL2线、SDA2线和EINT7_P_SENSOR线；电阻R1一端连接VIO18_PMU线，另一端连接手机接近传感器接口1，电阻R2一端连接VIO18_PMU线，另一端连接手机接近传感器接口7，电阻R4一端连接VIO18_PMU线，另一端连接手机接近传感器接口2，VIO28_PMU线分别连接电阻R3和手机接近传感器接口5，电阻R3的另一端连接手机接近传感器接口8，电容C1和电容C2均一端接地，另一端连接手机接近传感器接口5；SCL2线连接至手机接近传感器接口7；SDA2线连接手机接近传感器接口1；EINT7_P_SENSOR线连接至手机接近传感器接口2；该系统利用现有的手机接近传感器，降低了成本，集成度更高。,一种手机测量心率系统
117,CN104545869A,A61B5/0245,本发明公开了一种智能老人监控仪，包括脉搏数据采集器和放大器，用于采集样本脉搏计算出心率正常值的平均值；SCM？CF8051F321微型单片机，用于处理sensor数据和与正常值数据进行信息对比；GPRS集成通信模块，用于确定样本位置给出实时位置测定，将SCM采集心率信息告警信息发送到指定号码；供电模块，包括太阳能充电模块和电源充电模块，用于电量的供给；数字存储器，用于采集信息的存储和编辑；SOS触发器，用于将编辑好的告警信息，直接通过通信模块发送到制定号码；接收端手机。本发明集成心率监测告警，一键紧急信号信息回传，GPRS定位，时钟显示和闹钟提醒于一身的仪器，并且支持一种或几种单独定制功能于一体的监控仪器。,一种智能老人监控仪
118,CN104473628A,A61B5/0245,本发明公开了可穿戴的心音监护装置，包括可穿戴心音采集传感模块、手机心音信号接收处理信息模块、中心服务器；可穿戴心音采集传感模块由麦克风、信号放大传输电路、微处理器与无线传输模块、听筒外壳、穿戴固定装置组成；通过可穿戴心音采集传感器收集用户心音信号并经信号放大传输电路即信号放大电路、A/D采样电路后得到心音电子信号，通过无线传输设备传输到手机设备上，手机上装有相应的心音信号接收处理信息模块，对收到的心音电子信号进行数字滤波、计算，得到相应的心音信息，手机将采集的心音信息发送至中心服务器上。本发明通过算法实现算法，将模糊信号，信号之间的熵关系通过计算预测未来心脏的健康状况，提前提示用户注意事项。,一种可穿戴的心音监护装置
