,title,idNum,IPCNum,description
76,一种基于机动车灯的车场控制装置、自助缴费系统及方法,CN105427603A,G08G1/01; G07B15/02,本发明提供了一种基于机动车灯的车场控制装置、自助缴费系统及方法。本发明提供的基于机动车灯的车场控制装置包括：地感、控制模块、光信号感应模块、显示屏，其中，所述控制模块分别与地感、显示屏、及所述光信号感应模块连接。本发明提供的基于机动车灯的车场控制装置在车辆进入车场或小区时，给车辆匹配一个随机码，供车上人员记住；并在车辆要求驶出时，通过驾驶员操作车辆指示灯的方式，将该随机码“输入”车场控制装置；控制装置对驾驶员“输入”的随机码进行验证。本发明提供的技术方案应用在无人值守的小区、停车场等区域，驾驶员不用开车窗，在车内就可实现自动放行、自动交费。
77,一种空调控制系统及其控制方法,CN105423506A,F24F11/02; F24F11/00,本发明公开了的一种空调控制系统，包括：终端、服务器集群、数据库以及空调控制器，同时提供了一种空调控制方法，能够实现移动终端或者PC端的远程控制空调的控制功能，同时能够实时远程监控到各个空调的运行状态，得到实时反馈的故障信息，用户可以直接通过互联网将故障信息发送至厂家或者商家进行维修，亦可跟踪维修进度，使得对空调的操控更佳灵活方便，方便用户的使用以及体验。
78,一种基于FPGA的无人机建筑物探伤系统,CN105319218A,G01N21/88,本发明提供一种基于FPGA的无人机建筑物探伤系统，属于无人机领域，包括电源模块、传感器模块、图像采集模块、GPS模块、动作执行模块、无线通信模块、控制器模块、远程控制设备和无人机壳体；使用图像采集模块近距离采集建筑物图片，提高建筑物裂缝检测的精度；经过控制器模块压缩处理，由无线通信模块把图片信息传给远程控制设备供用户查看，用户可以很好了解高空建筑物的情况；用户根据传感器模块传回的感应数据，能更好控制无人机无死角拍摄，提高检测精度；本发明还进一步包括电量检测模块，实时检测电源的电量，防止作业过程中电源电量过低而出现事故意外，影响建筑物检测工作；解决现有建筑物探伤系统检测精度不高的问题。
79,一种手机对讲伴侣,CN105338194A,H04M1/725; H04B1/3827,本发明公开一种手机对讲伴侣，包括有一主控制器、一与主控制器连接的对讲模块、一与该主控制器连接的用于与手机进行连接的接口模块、一与对讲模块连接的射频天线及一供电装置。该手机对讲伴侣相比于对讲机而言无需设置键盘、送话器、听筒等部件，因此其结构简单、体积小巧；使用时仅需将对讲伴侣固定在身上，通过对手机的简单操作便能实现通信功能，使用非常方便；对人体而言，由于手机对讲伴侣的工作功率小，且远离人体头部，因此正常使用时产生的辐射几乎来源于手机本身，辐射较小。
80,物联网家用冷链周转箱运输检测系统及周转方法,CN105353752A,G05B19/418; G06Q10/08; G06Q50/28,<b>一种物联网家用冷链周转箱运输检测系统及周转方法。食品冷链是指易腐产品从加工、贮藏、运输、销售、直到送达消费者手中的特殊供应链系统，其各个环节产帚始终处于所必需的低温环境中，以保证食品质量安全。一种物联网家用冷链周转箱运输检测系统，其组成包括：冷链运输车辆（</b><b>2</b><b>）、居民楼</b><b>3</b><b>、温湿度探头（</b><b>13</b><b>），冷链运输车辆内安装有车载终端设备（</b><b>1</b><b>），车载终端设备通过</b><b>GPRS</b><b>网络与手机或计算机（</b><b>4</b><b>）连接，所述的车载终端设备通过与</b><b>GPS</b><b>定位卫星（</b><b>5</b><b>）连接，所述的居民楼的每一层都安装有冷链周转箱，所述的冷链运输车辆内具有冷链箱体（</b><b>14</b><b>），所述的车载终端设备与所述的温湿度探头连接。本发明应用于食品冷链周转箱的运输系统。</b>
81,一种手机放置支架,CN105357352A,H04M1/12,本发明公开了一种手机放置支架，包括第一支撑杆，第一支撑杆的上端部插接在固定座上，固定座中心设有活动转轴，第二、第三支撑杆呈左、右对称分布且上端部套接在活动转轴上，第二、第三支撑杆之间的夹角可调，第二、第三、第一支撑杆构成三角支撑架，第二、第三支撑杆下部的相同位置处设有均设有矩形缺口，矩形缺口的下内壁铰接有挡杆，挡杆可沿矩形缺口的下内壁旋转到垂直于第二支撑杆或第三支撑杆的角度，第二、第三支撑杆、挡杆形成用于放置手机的空间。本发明设有第二、第三、第一支撑杆构成三角支撑架，放置手机稳定性高，第一支撑杆可拆卸，第二、第三支撑杆能够合并收拢，体积小，方便携带，结构简单，具有良好的应用前景。
82,用于牙科手机的多孔负压式冷却结构,CN105342711A,A61C1/08,提供一种用于牙科手机的多孔负压式冷却结构，具有喷雾座，所述喷雾座设于牙科手机手柄端部的机头壳内且与机头壳相适配，所述喷雾座的两端外壁均设有用于水气密封的环形凹槽，位于上端的环形凹槽下方制有环状凹槽，且环状凹槽一端与机头壳内部设有的气孔相通形成环状气通道，所述环状凹槽另一端的内部均匀制有多个通向喷雾座下端面的气通道；位于下端的环形凹槽上方制有多个水通道，所述水通道一端与机头壳内部设有的进水孔相通，水通道另一端与气通道呈角度贯通。本发明利用负压原理用气将水带出，形成水雾达到冷却目的，冷却效果有了很大的改善，提高了手机安全使用率，延长了手机寿命。
83,一种小区智能安全系统,CN105355006A,G08B25/10; H04N7/18,本发明公开了一种小区智能安全系统，包括控制中心、闭路控制装置和启动模块，所述闭路控制装置与所述控制中心连接，包括多个设置在小区的重点区域的监控器，所述启动模块与所述监控器和所述控制中心连接，用于在接收到所述控制中心的控制指令或接收到大于等于预定的噪声信号或光强信号后，控制所述监控器对指定相向以指定角度进行监控，并将监控视频实时传送到所述控制中心。所述小区智能安全系统，通过增加启动模块，在达到预设条件后，控制监控器对预定方向以指定角度进行监控，降低了监控死角，提高了监控的灵活性和监控范围，提高了监控效果。
84,提高心率检测准确性的方法和系统,CN105342596A,A61B5/0245; A61B5/11,本发明主要是解决现有产品所存在的技术问题，从而提供一种可以提高心率检测准确性的方法，可以实现可穿戴设备对心率数据的准确检测，同时提供一种可以准确检测心率准确性的系统，综合两种发明为老人的生命安全提供多一份保障。
85,一种便于智能手机散热的游戏手柄,CN105344099A,A63F13/24; A63F13/90,本发明公开了一种便于智能手机散热的游戏手柄，在方向控制柄、按键控制柄之间通过连接板，连接板上设有用于放置智能手机的矩形凹槽，并通过吸盘放置手机晃动，而且，设置有时钟显示面板和喇叭孔，提醒用户玩一段游戏后，进行休息，减少对眼睛的伤害，并设有角度可以调整的散热风扇，方便智能手机的散热，保证有效的正常运行，结构简单，容易实现，具有良好的应用前景。
86,云端图片加载方法、装置及电子设备,CN105357325A,H04L29/08,本发明实施例公开了一种云端图片加载方法、装置及电子设备，所述方法应用于电子设备，所述方法包括：在所述电子设备未连通网络时，检测到执行加载图片操作时，获取所述加载图片操作中包括的待查看图片的标识；当所述电子设备未缓存所述待查看图片时，加载所述待查看图片的框架；每隔预定时间对所述电子设备的网络进行刷新；当检测到所述电子设备连通网络时，在已加载的所述待查看图片的框架中加载与所述待查看图片的标识相对应的图片数据。本发明适用于在用户手机所处的网络状态不好时对云端图片进行加载。
87,一种手机壳,CN105376371A,H04M1/02,本发明提供一种手机壳，包括壳体，还包括镜片、按钮、弹簧卡止机构，所述壳体侧面开设有凹槽，凹槽内设置有镜片；所述按钮设置于壳体背面，按钮与弹簧卡止机构相连接，弹簧卡止机构另一端与镜片相连接。所述镜片表面开设有限位槽，用于弹簧卡止机构的限位。按钮可控制镜片伸缩。本发明提供的手机壳，通过在手机壳侧面设置可以自动伸缩的镜片，方便人们使用手机拍照时，看到自己与镜头的对准位置，提高人们使用手机拍照的成功率，同时还可以有镜子照。镜子可伸缩，也防止了掉落产生的镜片破碎，增加安全性。
88,一种移动终端中基于图片显示的在线习题测试方法,CN105374249A,G09B7/02,本发明公开了一种移动终端中基于图片显示的在线习题测试方法。它包括如下步骤：1)由处理器将Word版本习题库中的每道习题内容生成不同分辨率的习题图片；2)将习题图片数据导入至后台数据库；3)处理器根据目标移动终端分辨率的反馈数据和习题需求指令，推送对应分辨率的习题图片；4)处理器根据目标移动终端提交的答案，进行批改，并将所有答题记录保存在后台数据库中；5)处理器结合用户群总体的答题情况判定习题难易程度，再根据目标移动终端的历史答题情况求推送相应的习题图片数据。本发明采用上述方法，解决了各类学科中设计到复杂数学公式的习题难以显示在移动手机端的问题。突破传统的试题显示局限，从而带给用户独特的测试体验。
89,一种智能热水供应系统,CN105371350A,F24D17/02; F24D19/10,本发明公开了一种智能热水供应系统，包括江水源热泵装置、智能控制装置和辅助加热装置，所述江水源热泵装置的输出端与用户的热水输入端连接，所述江水源热泵装置的输入端与所述辅助加热装置，所述辅助加热装置与所述智能控制装置，所述智能控制装置控制所述辅助加热装置将加热后的水输入到所述江水源热泵装置的输入端。所述智能热水供应系统，通过设置智能控制装置和辅助加热装置，对客户进行热水供应，可通过智能控制装置和辅助加热装置调节热水的供应水量和温度，满足用户的需求，同时使用江水源热泵装置，在辅助加热装置加热之前，水温较高，节省了辅助加热装置的电能。
90,一种液晶显示屏、液晶显示屏控制系统及其手机,CN105374322A,G09G3/34; H04M1/02,本发明提供一种具备镜子功能的液晶显示屏、液晶显示屏控制系统及其手机，液晶显示屏下贴合设置一软镜子，使得所述液晶显示屏工作在三种工作模式下：正常手机模式、待机模式和镜子模式；在所述镜子模式下，所述液晶显示屏的背光被开启，所述液晶显示屏停止上电；在所述正常手机模式下，所述液晶显示屏上电；所述待机模式下，所述液晶显示屏停止上电，所述液晶显示屏的背光被关闭。本发明通过背板电路和屏幕电路对于液晶显示屏和背光板的供电，实现了手机的镜子模式，不仅为用户提供了更加贴合用户实际使用的服务，也让手机的使用更加多元化，更加生活化，也更加智能化。
91,一种手机支架,CN105376374A,H04M1/11,本发明提供一种手机支架，包括倾斜设置的平台，固定于平台前部的挡板，以及固定于平台后部的支撑板，所述的挡板与平台呈锐角或直角设置，所述挡板中央有凹陷，所述平台顶端有限位柱。所述的前立板、平台和挡板为一体成型式结构。所述限位柱由可弯曲材料制成。本发明结构简单，固定大屏幕手机，适用于不同厚度和长度的手机的固定。由于平台顶端有限位柱，手机可以横放，也可以竖着放，限位柱可以弯曲，完全夹住手机。由于挡板中央有凹陷，可以容纳充电线，因此还能在充电时候放着，减轻手机用户手臂的酸痛。
92,电阻柜多功能监控装置,CN105375640A,H02J13/00,本发明提供的电阻柜多功能监控装置，包括处理器、用于采集电阻柜工作参数的信号采集单元、用于输出监控数据的信号输出单元、用于根据采集的工作参数自动对电阻柜进行保护的保护单元，以及用于电阻柜数据交换的通信单元；本发明的电阻柜多功能监控装置，可以对电阻柜各种参数进行检测及柜体环境调控，实现了自动化管理。自动控制报警、跳闸及报警信号参与后备保护，并且能够远程对电阻柜整体进行全面监控，保证系统的安全运行。
93,一种智能遥控自行车锁,CN105386661A,E05B71/02; E05B49/00; E05B47/06; E05B9/00; E05B17/22,一种智能遥控自行车锁，包括全封闭金属外壳，微型电动机搭配减速齿轮组，电池，遥控模块，SIM卡槽和SIM卡，蓝牙模块，锁轴，丝杆，遥控器，控制器，无线收发天线，关锁启动开关，开关锁限位开关。在遥控器或手机控制端的控制下，电动机驱动推拉式锁轴或半圆型锁片到限位开关位置自动停止，完成开锁和关锁，实现了自行车锁的智能化，远程遥控开关车锁，能有效的提升自行车锁的防盗性能，使用便捷性。
94,一种采用GSM远程控制电网通断的系统,CN105391176A,H02J13/00,本发明涉及一种采用GSM远程控制电网通断的系统，该系统由GSM信号发射设备、GSM信号接收模块、信号处理器、I/O接口、电动操作机构、传动机构、执行元件组成；信号发射设备用于发送控制指令；GSM信号接收模块用于接收控制指令；信号处理器用于对信号传送过来的控制指令进行辨别和处理；通过I/O接口去控制电动操作机构，电动操作机构通过中间的传动机构带动执行元件动作，用于执行信号处理器发送过来的操作指令，以控制电网接通或分断。本发明是技术人员通过多次实践设计出的一套采用GSM远程控制电网通断的系统，该系统不仅可控性强，而且成本低廉，通过现有成熟的通讯系统来达到远程控制的效果，非常值得推广和应用。
95,一种稻田间水层监测装置及方法,CN105387908A,G01F23/00,本发明涉及一种稻田间水层监测装置及方法，属于农业灌溉监测技术领域。技术方案是：包含水层水位计(1)、防盗护井和远程通讯机(3)，水层水位计(1)设置在防盗护井内，防盗护井布置在水稻田间，水层水位计通过现地无线网络与远程通讯机(3)通讯；一台远程通讯机与一台以上的水层水位计通讯，远程通讯机通过无线公网与管理部门的计算机或智能手机通讯。本发明的积极效果：实现了大面积水稻田间水层的自动监测，控制水层厚度，节约灌溉用水，适应水稻成长。本发明考虑了监测装置的安装及防护，同时，也充分考虑作物轮回种植需求，水位测井采用可锁定、可拆除方式，避免了由于水位测井的存在影响大面积水稻田的统一机耕。
96,EMMC测试装置,CN105390163A,G11C29/56,本发明公开了一种EMMC测试装置，包括测试座、第一连接板、第二连接板、第一公连接器、第二公连接器、第一母连接器、第二母连接器和测试终端，所述测试座上设有用于放置待测试EMMC的容纳槽，所述第一连接板的一面用于与所述容纳槽内的待测试EMMC电连接，所述第一连接板的另一面分别与第一公连接器和第二公连接器电连接，所述第二连接板的一面与所述测试终端电连接，所述第二连接板的另一面分别与所述第一母连接器和第二母连接器电连接，第一母连接器插接在第一公连接器上，第二母连接器插接在第二公连接器上。本发明提供的EMMC测试装置，不仅对EMMC无损，而且操作简单方便，测试效率高。
97,基于移动互联网控制的灌肠机,CN105407173A,H04L29/08; G08C17/02; A61M3/02,本发明提供一种基于移动互联网控制的灌肠机，其特征在于：包括账户管理服务器和基于互联网与所述账户管理服务器进行通信连接的若干台移动终端、若干台灌肠机，所述灌肠机包括温度传感器、压力传感器、动作执行部件、Wifi网络接口芯片和控制连接温度传感器、压力传感器、动作执行部件、Wifi网络接口芯片的单片机，所述Wifi网络接口芯片基于2.4G频段与互联网通信，所述单片机的第一I/O端口控制连接Wifi网络接口芯片。本发明的基于移动互联网控制的灌肠机，通过Wifi网络接口芯片，能够实现移动终端与灌肠机之间互联通信，移动终端可以远程控制灌肠机的执行动作并实时查看灌肠机的执行数据，最大程度的方便用户使用，利于灌肠仪的大范围普及使用和增加用户的个性化体验。
98,指纹采集装置及其成像器件及制备方法及电子设备,CN105404879A,G06K9/00,本发明公开了一种指纹采集装置及其成像器件及制备方法及电子设备，其中指纹采集装置的成像器件包括相对的采集面和成像面，所述采集面具有采集区，所述成像面具有与采集区对应的成像区，所述成像器件具有多个贯通采集区和成像区的小孔，所述小孔之间光绝缘。本发明实施例分辨力高，体积小。
99,一种基于HTTP协议的路由器远程管理系统,CN105407172A,H04L29/08; H04L29/06; H04L12/24; H04L12/26,本发明公开了一种基于HTTP协议的路由器远程管理系统，所述远程管理系统由路由器端、服务器端和控制终端组成，利用智能终端发出操作指令，并使用基于HTTP协议的通信方式，实现对路由器远程管理。本发明使用的HTTP通信基于通用端口80，避免受防火墙限制造成通讯故障，信号传输更加可靠。并且本发明还具有通用性能好，开发及维护费用低等优点。
100,冲泡饮品的冲泡控制方法及其装置,CN105395062A,A47J31/40; A47J31/44,本公开是关于一种冲泡饮品的冲泡控制方法及其装置，其中方法包括以下步骤：获取当前可添加冲泡饮品的类型信息；获取当前时间信息和/或冲泡容器所在的当前环境信息；以及根据当前时间信息和/或当前环境信息，以及当前可添加冲泡饮品的类型信息从当前可添加冲泡饮品中确定推荐冲泡饮品及对应的冲泡参数信息。通过本公开实施例，根据用户所在当前时间信息、当前环境信息以及当前可添加冲泡饮品的类型信息，确定推荐冲泡饮品及对应的冲泡参数，从而确定出冲泡饮品的最佳冲泡方案，进而能够为用户推荐适合当前情况的冲泡饮品，同时还可改善冲泡饮品的冲泡质量，提升用户的使用体验。
101,带袖子的被子,CN105394977A,A47G9/02,本发明涉及一种带袖子的被子，包括长方形的主被芯，主被芯一端两侧对称的设置拉链，拉链开口于主被芯的长边，拉链根部距离35～50cm，拉链与主被芯短边之间的部分为双层夹棉层，双层夹棉层两端开口形成袖管，拉链拉开后，所述袖管除根部外与主被芯脱开。所述拉链平行于主被芯短边，并距离短边20～30cm。本发明的优点是：造型新颖，功能性强，采用可独立出来保护手臂的袖管设计，解决了平时天冷坐床上看书或玩手机时普通被子对胳膊保护不了的问题，同时也可以作为普通被芯使用。
102,基于互联网+工业4.0智能制造管理的方法及系统,CN105427055A,G06Q10/06; G06Q50/04,本发明公开了基于互联网+工业4.0智能制造管理的方法及系统，利用基于互联网+工业4.0智能制造管理的方法及系统为系统的开发、测试、运行部署提供全面的信息资源服务；其特征在于，所述的基于互联网+工业4.0智能制造管理的方法及系统包括五层服务架构、两大安全体系与智能楼宇管理，五层架构自下而上分别为硬件平台层、软件平台层、生产制造执行层、业务运营管理层、战略管理层；同时通过智能楼宇管理、以及运行维护与IT管理体系、安全保障这两大体系一系列保障支撑辅助。将无处不在的传感器、嵌入式终端系统、智能控制系统、通信设施通过CPS形成一个智能网络，使人与人、人与机器、机器与机器以及服务与服务之间能够互联，从而实现横向、纵向和端对端的高度集成。以此构建一个生产网络、虚拟和现实世界的完美融合、信息物理融合系统建设应用的工业4.0新模式。
103,小型局域网式多方会议召开装置,CN105430628A,H04W4/12; H04W84/12; G06Q10/10,一种属于智能化厂区办公技术领域的小型局域网式多方会议召开装置，包括控制器、数据库、无线信号发送接收器、手机、中央处理器、命令翻译器、控制模块，电源、控制器、数据库均布置在厂区的墙体上，第一无线信号发送接收器分别布置在厂区墙体、办公楼内，个人信息均存储在数据库内，手机放置在员工身上，中央处理器、命令翻译器、控制模块布置在手机内。在本发明中，单位可以自动统计员工的上下班时间；员工可以利用自己的手机收发单位内部邮件，并相可以互定位与查找，举行多方会议。本发明设计合理，结构简单，适用于政府办公场所的智能化设计。
104,一种可快速自检的加热炉管漏磁内检测数据采集装置,CN105425678A,G05B19/042; G01N27/83,本发明公开了一种可快速自检的加热炉管漏磁内检测数据采集装置，属于无损检测领域。其包括可接入WIFI的上位机、无线路由器、嵌入式WIFI模块、FPGA芯片、数据采集单元以及数据存储单元。数据采集单元包括采样芯片和漏磁信号预处理电路，数据存储单元包括存储控制芯片和存储卡，FPGA芯片包括第一、第二以及第三端口，可接入WIFI的上位机上通过无线路由器与嵌入式WIFI模块进行数据交互，嵌入式WIFI模块上具有串口，该串口与所述FPGA芯片的第一端口相电连接，FPGA芯片的第二端口与采样芯片相电连接，FPGA芯片的第三端口与存储控制芯片相电连接。本发明装置可在加热炉管进行检测之前对自身实现状态检查。
105,一种乘客购票验票信息管理系统,CN105427056A,G06Q10/06; G06Q50/26,本发明涉及一种乘客购票验票信息管理系统，包括客运中心数据库端，所述客运中心数据库端分别与购票装置、检票装置、验票装置连接。本发明的优越效果在于：采用本发明所述乘客购票验票信息管理能实现智能购票、检票、验票，且在检票、验票过程中乘客可以不提供车票、身份证、手机信息等实物证据，乘客在不被打扰的情况下实现检票、验票，减少了人工检票、验票的工作量，且工作效率不低于95%。
106,一种无线智能插座,CN105428926A,H01R13/66; H01R13/70; H01R13/10,本发明公开了一种无线智能插座，包括无线电源模块、检测模块、无线控制模块；无线电源模块包括底座和电路板；检测模块包括信息检测单元、信息存储单元、通信单元、显示单元；无线控制模块包括无线通信模块、智能手机APP端、中央控制器，中央控制器通过无线通信模块与智能手机APP端连接；无线通信模块包括主控模块、APP协议模块、蓝牙模块、扩展接口模块。本发明的无线电源模块避免了复杂的线路连接，检测模块实时监测插座的工作状态，用户在使用过程中可以通过智能手机APP端实现对无线智能插座的实时监控，可以通过智能手机APP端控制插座的通断电，安全方便，智能化程度高。
107,气囊夹紧式自拍杆夹头,CN105430271A,H04N5/232; G03B17/56; G03B17/38; H04M1/13,本发明属于摄影器材领域，公开了一种气囊夹紧式自拍杆夹头，包括左侧开口的夹持箱，夹持箱的右侧内壁上设有气囊，气囊的气囊嘴穿过夹持箱的右侧侧壁，且气囊嘴的端部设有密封盖；夹持箱的左侧设有挡框，挡框与所述右侧侧壁之间的间隔距离为3-4cm；夹持箱的前侧侧壁上设有可供手机通过的长条形的通槽。本发明提供的气囊夹紧式自拍杆夹头，解决了现有手机自拍杆夹头夹紧手机时，手机容易变形而损坏或发生滑落而损坏的技术问题。
108,一种智能远程遥控自行车锁,CN105421895A,E05B47/00,一种智能远程遥控自行车锁，包括全封闭金属外壳，微型电动机搭配减速齿轮组，电池，通信模块，SIM卡槽和SIM卡，蓝牙模块，锁轴，丝杆，遥控器，控制器，无线收发天线，关锁启动开关，开关锁限位开关。在遥控器或手机控制端的控制下，电动机驱动推拉式锁轴或半圆型锁片到限位开关位置自动停止，完成开锁和关锁，实现了自行车锁的智能化，远程遥控开关车锁，能有效的提升自行车锁的防盗性能，使用便捷性。
109,一种生成订单的方法和装置,CN105354739A,G06Q30/06,本发明提供一种生成订单的方法和装置，能够利用输入框输入的关键字实现快速下单，为客户节省了下单所用时间，提高了效率；同时减少下单过程中多余步骤对网站请求数及对客户流量的消耗，在一定程度上提高了客户的购物体验。本发明的生成订单的方法包括：接收用户输入的关键字，然后确定所述关键字所对应的商品的属性选项并在当前界面的区域内输出；接收用户对所选商品的属性选项的设置，并根据接收到的用户已设置好所选商品的属性的下单操作指令生成该用户的订单并输出订单信息。
110,隧道围岩动态分级方法及其装置,CN105353427A,G01V11/00,本发明公开了一种隧道围岩动态分级方法及其装置，所述装置包括：布设在隧道掌子面处，用于获取围岩地质参数的围岩地质参数采集装置；与所述围岩地质参数采集装置相连接的第一无线通讯模块；布设在隧道洞口外的发射箱，该发射箱的安放位置为手机信号的覆盖范围之内；所述发射箱包括第二无线通讯模块和与所述第二无线通讯模块相连接的GPRS通讯模块；布设在所述围岩地质参数采集装置和所述发射箱之间的中继站；所述中继站连接所述第一无线通讯模块和所述第二无线通讯模块；通过GPRS网络连接所述GPRS通讯模块的服务器；本发明完成了隧道围岩的动态分级，围岩分级更加快速可靠。
111,一种课堂考勤系统及方法,CN105373981A,G06Q50/20; G07C1/10; H04W4/02,本发明公开了一种课堂考勤系统及其方法，系统包括数据库、后台服务器和移动终端，其特征在于所述的移动终端包括教师移动终端和学生移动终端，所述的移动终端通过无线网络连接到后台服务器，所述的后台服务器通过数据库管理系统连接数据库。方法包括教室位置信息采集、教师、学生身份信息采集、课堂信息二维码生成、课堂上课签到实现、课堂签到的认定、课堂下课签到的实现。本发明很好的解决了现有考勤系统需要借助第三方设备，以及考勤过程复杂，耗时等缺点，只要智能设备安装app，具备定位传感器，能够上网等就可自动完成连续多签到过程，从而为课堂质量提升提供有力支撑。
112,一种无人机上网的方法,CN105376348A,H04L29/12; H04W88/04,本发明涉及无人机领域，尤其涉及一种无人机上网的方法。在现有技术中移动终端与遥控器之间通常采用无线连接的方式，但采用无线连接容易受到信号的干扰，而使得数据传输存在很多不稳定因素，因此本发明的移动终端与遥控器之间采用USB-OTG接口，与现有技术中采用无线连接相比，数据传输更加稳定；该移动终端具有上网功能，并通过共享网络对第一路由器和第二路由器分配IP地址，使得无人机能够直接访问Internet。
113,一种用于手机游戏服务器的负荷迁徙方法,CN105376332A,H04L29/08,本发明公开了一种用于手机游戏服务器的负荷迁徙方法，包括1）设置单个游戏服务器的连接阈值；2）单个游戏服务器实时监听登录该游戏服务器的客户端数量；3）根据监听到的客户端数量，判断是否大于连接阈值；若大于，则执行4）；否则，返回2）；4）将超过客户端数量的客户端放入置等待队列中，并查找服务器列表，找到最靠近单个游戏服务器的空闲游戏服务器；5）将客户端的连接转移到空闲游戏服务器，进行客户端登录。本发明采用负荷迁徙模块对单个服务器的资源进行限制，能够解决大量用户同时登录单一服务器，防止服务器资源的衰竭，保证手机游戏的正常运行，具有良好的应用前景。
114,实现出入口动态开门密码的门禁系统,CN105374099A,G07C9/00,本发明提供一种实现出入口动态开门密码的门禁系统，包括门禁控制器和移动终端，所述门禁控制器包括密码生成模块、加密模块、二维码生成模块和LCD屏，所述移动终端内设有解密模块；其中，所述密码生成模块产生随机密码；所述加密模块对所述随机密码进行加密；所述二维码生成模块将加密后的随机密码转换成二维码；所述LCD屏显示所述二维码；所述移动终端扫描所述二维码，所述解密模块对二维码解密得到密码。由于采用了上述技术方案，本发明具有结构简单的优点，不需要通行者记忆密码，避免通行者忘记密码而不能通过门禁的情况，还能防止人为泄密，增强门禁通行的安全性。
115,一种氛围灯,CN105423179A,F21S6/00; F21V3/02; F21V21/10; F21V23/04; F21V33/00; F21W121/00; F21Y115/10,本发明公开了一种氛围灯，该氛围灯的主体由灯杆和底座组成，灯杆中间设有调节开关，灯杆上端内部设有LED灯，灯杆上方设有塑料光纤丝束，需要营造视觉氛围时，可用开关调节LED灯亮度，使灯光照亮塑料光纤丝束并投射向四面八方即可，灯杆上设有漏斗状灯罩，照明时，可上下滑动辅助调整灯光的照明范围，闲置时，可用于收纳钥匙、钱包、手机等物品，灯杆通过插槽嵌入连接在底座上，且灯杆下方的电源接口与底座上的电源座电性连接，打扫高处时，可先将灯杆从底座上拔出，接着手握灯杆下端并用塑料光纤丝束将高处的灰尘扫除，同时灰尘会落入到漏斗状灯罩中，防止灰尘落下来污染口鼻，十分方便，其有益效果是设计简单，可靠耐用，实用性较大。
116,一种可实现手机通信的带温差发电功能的智能暖手宝系统,CN105411739A,A61F7/08; H05B3/14; H02J7/32,本发明公开了一种可实现手机通信的带温差发电功能的智能暖手宝系统，本发明由电热片、充电控制电路、稳压电路、温差发电片、供电模块、温度传感器、微控电路模块、无线传输模块和手机APP组成。温差发电片产生的电能通过稳压电路处理后，经充电控制电路给供电模块充电；微控电路模块将温度传感器采集的信息通过无线传输模块发送到手机APP；供电模块为系统电路供电，同时也可为移动终端（如手机）充电；手机APP可实现对暖手宝温度的调节、电量的显示、充放电电量报警阈值的设置与报警。本发明通过回收散热的方式延长暖手宝的应用时长，节能环保；新型发热材料的应用和通过手机APP对发热温度的调节，增加其安全系数和舒适度。
117,一种无线式无创伤人体生理参数采集、检测及智能诊断系统,CN105411554A,A61B5/0205,本发明涉及一种无线式无创伤人体生理参数采集、检测及智能诊断系统，由无线式人体生理参数采集系统、人机交互与数据处理终端、智能专家诊断系统和客户端四部分构成。参数采集系统监测用户的生物电等众多信号，无线传输至交互与处理终端；终端将数据打包存储并上传至云端服务器，同时实时辨识用户是否突发紧急情况，若发生，则向用户监护人和联动医院发出紧急警告；专家系统则利用用户的大量检测数据，根据典型的身体状况特征和经验数据库诊断用户的健康状况，给出保健建议，若发现用户有疑似病症，则将初步的诊断结果和相关数据发送至联动医院，此外，专家系统还具有自学习能力；联动医院不仅处理紧急情况，还对疑似病例进行检查、核实和治疗。
118,智行包,CN105430767A,H04W84/18; H04W4/04; H04W4/02; G06K19/077; G01C21/16; H04M1/725; A45C15/00; B62K5/027,本发明公开了一种智行包，包括随行包、电源、智能传感器、网络层、微处理器、人机交互装置和应用层。智行包将导航定位、区块链、电子传感、数据网络、人工智能、分布式计算、自动控制、机器识别、移动计算、人机交互等一系列的技术合理有效的集成，嵌入到一个随身终端中，帮助改善人们的出行体验。智行包用户作为无线自组网中对等网络系统的管理者、监督者、使用者，自部署，自维护，自学习，自生产，从而构建一个去中心化的、自生长的出行数据库。可望成为智能城市交通系统的物联网终端件。
119,一种带手机夹的登山拐杖,CN105411127A,A45B3/00; A63B29/08,本发明公开了一种带手机夹的登山拐杖。靠近拐杖腿的拐杖手柄上设有手机夹；手机夹包括上夹片和下夹片，上夹片和下夹片之间设有转轴和扭力弹簧，摁压上夹片的左端时，上夹片张开，便于插入手机，在扭力弹簧的弹力作用下会闭合并夹住手机；套筒通过卡扣紧锁在下夹片的下方；套筒包括圆形凸块和缝隙结构；套筒内设有与L形支撑杆成一体结构的球体，球体通过带挡圈的螺母锁定在套筒内，球体能在套筒内灵活转动；L形支撑杆通过左端的外螺纹配合联接在带内螺纹的套管上，套管的左端通过焊接固定在靠近拐杖腿的拐杖手柄的外径端上。本发明不仅能代替自拍杆取得较好的手机拍摄效果，还便于使用手机观看屏幕，减轻登山作业的负荷和疲劳。
