IPCNum,id,title
G08,CN1139051C,机场的陆地车辆的实时跟踪和管理方法
F16,CN203114821U,中梁保险销组件
B64,CN105196810A,机轮分解组合装置
F16,CN1088809C,用于轴承、尤其用于高压压缩机轴的保持装置
B60,CN2825332Y,一种模型飞机或车辆用的轮胎
F16,CN102438814B,将复合材料结构元件连接到管子的方法
F16,CN2431440Y,粘结翻修的飞机碳刹车盘
G08,CN104973255A,利用辅助功率系统马力提取信息的优化发动机控制
G08,CN101799989A,交通工具定时提醒系统和方法
B64,CN105156790A,一种发动机与进气道连接装置
F16,CN1072341C,一种无级变速方式及装置
B64,CN105405322A,在要求的到达时间操作期间管理速度约束的系统和方法
B64,CN104760692A,一种飞机正常刹车系统
B60,CN1528627A,制动防抱死装置
B60,CN203228675U,安全睡眠罩
B60,CN203189436U,一种飞机内饰板夹持装置
G08,CN102910131A,可充气个人约束系统
B64,CN204124007U,组合式飞机餐板座椅
B64,CN104537255A,一种特种任务飞机平台升降速度的计算方法
F16,CN103452986A,一种轻型化抗疲劳自锁螺母及其制造方法
F16,CN204507295U,一种口框硫化橡皮层的保护装置
F16,CN103171762B,起落架减振器和操作所述起落架减振器的方法
F16,CN103671575A,能够实现轴向位移的飞机发动机磁悬浮轴承主轴
B60,CN203528218U,飞机轮胎充气嘴
F16,CN104019252A,一种具有温度调节功能的空气混合分配装置
B64,CN204587327U,飞机锁紧装置
B64,CN203940113U,一种有调整套的电磁阀
B60,CN105523179A,一种飞机刹车压力反馈调节系统及方法
B64,CN103991514A,无轴式平衡装置
F16,CN105605352A,一种管路自动分离接头
G08,CN101472798B,飞机机身损坏区域的维修方法
B64,CN204623847U,一种新型飞机行李箱锁结构
G08,CN103390355B,一种基于A-SMGCS系统的滑行道冲突检测方法
B60,CN1820289A,探测结冰条件的方法和系统
B60,CN100519234C,飞机轮胎
B64,CN202389271U,一种飞机除冰车
B64,CN202622676U,一种飞机装配用水平调节装置
F16,CN1415669A,用于飞机碳/碳刹车盘防氧化涂层及其涂覆工艺
F16,CN104019252B,一种具有温度调节功能的空气混合分配装置
B60,CN104943476A,经纬带轮胎内胆
B60,CN104229159B,一种飞机清洗车
B64,CN203330919U,气源导管定位装置
B64,CN204124004U,灵活式飞机餐板座椅
G08,CN203283029U,机场快速调动车
B60,CN2618829Y,一种新型厕所
F16,CN201100357Y,一种活塞式耗能器
G08,CN103703498B,用于防止高度变化操作期间飞机的机载防碰撞系统发出警报的方法和系统
B60,CN1738723A,"飞机安装组件,机轮及轮胎"
B60,CN205239179U,一种氢能纯电动动力总成
F16,CN103486358A,一种高密封性飞机地面空调送风软管及其缝制方法
B60,CN1601568A,反劫持飞机、车辆、船舶、金库预警控制装置
B60,CN1130578A,载人仓体内桁架式卧、座铺
B64,CN105083580A,航母喷气弹射器
G08,CN201978498U,多功能体验式遥控系统
F16,CN100356076C,固体的显微构造的表面结构
F16,CN104500516B,一种无明钉及压条的内装板安装结构
B64,CN204433081U,一种双层折叠式飞机牵引杆牵引装置
B60,CN104339991A,防爆汽车轮胎内支撑装置
B60,CN100450822C,空气调节座椅及用于通风座椅的空气调节装置
B64,CN202867965U,新型飞机水车污水罐排气帽
B64,CN104401305A,一种飞机刹车控制方法
F16,CN102734505B,多臂控制阀及交通工具燃料供给控制阀
B60,CN2432379Y,可调球节
F16,CN104019252B,一种具有温度调节功能的空气混合分配装置
B60,CN1131627A,机动车制动应急辅助装置
G08,CN104787024A,一种全电刹车的上电自检测方法
F16,CN104691764A,一种无人机的发动机空中自动起动策略
G08,CN102063804B,TCAS与S模式应答机的收发电路的集成方法
G08,CN103208206A,一种适用于地形约束条件下的无人机起落航线编排方法
F16,CN105570372A,二级阻尼能量吸收方法
G08,CN201590140U,一种独立性烟感报警器
B64,CN203651580U,自动式除冰液配比加注车
B64,CN204585028U,一种发泡铝飞机工艺装备卡板
G08,CN103818320B,驾驶舱用智能控制系统及控制方法
B64,CN1047056A,飞艇(又名：地表效应飞机)
B64,CN204433083U,一种飞机除冰车工作斗防碰撞设备
G08,CN205050359U,一种合作驾驶航空器系统
G08,CN1659602A,跟踪系统和相关方法
F16,CN204433079U,一种双层折叠式飞机牵引杆快速接头
F16,CN105221865A,一种飞机氧气系统密封连接结构
B60,CN2820610Y,带翻板的座椅
F16,CN102815406A,线密封开口汽缸单向蒸汽弹射器
F16,CN103629290B,一种飞机缓冲器变阻尼油针
B64,CN105302306A,驱动智能手环进行声音安全识别的方法
B64,CN103121194A,一种用于拼接大型机翼壁板的定位夹具及定位方法
B60,CN101016036B,系列座卧两用交通工具及其座卧两用椅
G08,CN1742277B,飞机滑行规划系统和方法
G08,CN1846238A,无线发动机监控系统
B64,CN204297064U,一种变距螺旋桨
B60,CN1112292C,路面轨道两用飞车
B64,CN204640090U,飞机进气道辅助进气门通条拔具
G08,CN1934596A,驾驶员知觉适应性测试的方法和系统
G08,CN101241631A,森林防火监控系统
G08,CN102272553A,一种用于巡航监控和警告的系统和方法
B60,CN2723242Y,电控脱离器与脱离卡
B64,CN104627382A,小型飞机牵引杆
B64,CN104627368A,一种地效飞行喷药机
B64,CN105523186A,一种用于除湿/霜/冰的合成热射流激励器及应用
F16,CN104343925A,机械节能机
F16,CN203336187U,一种用于地板斜面加载装置固定的限位器
B60,CN204586474U,电动飞机牵引车抽屉装置
F16,CN103967994A,一种飞机缓冲器油液加注装置
G08,CN101477749A,过渡航路网络的建立方法
F16,CN103452986A,一种轻型化抗疲劳自锁螺母及其制造方法
B64,CN2092631U,车的非圆形链轮传动
B60,CN103552536B,自动充气救生衣装置
G08,CN105023468A,一种基于碰撞风险模型的终端区航线安全容限监测方法和系统
B60,CN1245308C,具有端板的有翼气垫飞机
F16,CN103195852A,一种机械最优化的液体惯性减振器和飞行器塔式系统
G08,CN101582203B,一种空域运行仿真中飞行流引擎的实现系统及方法
B60,CN104395192A,用于交通工具的座椅及交通工具
B64,CN105644789A,飞机前冲压进气热交换装置
B60,CN205273316U,解决运载工具后侧盲区视线、扩充宽度视线的后视镜片
F16,CN203248892U,一种多用途回油接头
G08,CN103646490B,一种基于复合探测技术的吸气式飞机货舱火灾探测装置
B60,CN1229741A,在能见度较低情况下安全行驶的方法
B60,CN1068786A,旅行睡枕
B60,CN1442327A,永久磁力发动机
B60,CN1491827A,一种操控交通工具的装置
B64,CN103085790A,飞机制动系统结构
B60,CN1403309A,除震车轮
G08,CN102184646B,一种空中目标的冲突检测方法
F16,CN101348171B,用于旋翼飞机的转子制动器
G08,CN203928918U,一种盲炮信号探测无人机系统
F16,CN205244361U,摩擦片滑杆式离合器的机械换档机构
F16,CN102378720A,特别用于飞机的锚固叉和包括该锚固叉的锚固系统
B60,CN2106746U,汽车智能电器开关
F16,CN103213668A,将结构元件附接至复合部件的接头以及包括该接头的飞机
B64,CN104590547A,一种半转桨叶飞机
G08,CN101405186B,基于高亮度发光二极管的目视助航设备
B60,CN100333968C,飞机机轮轮轴组装机构
G08,CN101465064B,终端区飞行冲突解脱方法和系统
B60,CN100476893C,探测结冰条件的方法和系统
F16,CN1068404A,爬墙手(脚)
B60,CN1640695A,双体弧拉芯夹式轮胎
F16,CN204526631U,一种可拆卸式大、中型飞机机轮安装拆卸车
B60,CN2780565Y,插轴式弹性刮水板
B60,CN1668491A,用于汽车和飞机的自适应充气座垫和靠垫
F16,CN204494320U,一种飞机客舱应急通道发光条
G08,CN104769484A,用于显示真实图像的装置的使用方法
G08,CN105513429A,飞行冲突解脱方法及装置
B64,CN101932504B,用以简化固定导管的固定件的安装与固定的飞机机身单元结构
B64,CN204415712U,固定翼空气动力减速机构
B64,CN1948084A,一种新的旋翼风扇升力控制方法及可直升飞行汽车
B64,CN104554818A,一种双层折叠式飞机牵引杆
F16,CN103615497A,一种支座式发动机橡胶隔振装置
G08,CN101385059B,检测和规避目标碰撞的图像询问器及其方法和包括该图像询问器的飞机
B60,CN1068298A,车轮制动防抱装置
G08,CN100568137C,一种无人机遥控链路中断的判断与处理方法
G08,CN1655198A,一种有图像存储发送功能的防火防盗报警系统
B60,CN104760693A,一种惯性防滑刹车系统及控制条件的确定方法
G08,CN103760310B,用于交通工具的空气质量检测报警装置及方法
B60,CN100513465C,飞机轮胎
B60,CN204137324U,一种用于飞机座椅的餐桌
F16,CN204340836U,直升飞机船用及机场用加油车
G08,CN103473956A,基于改进蚁群算法的终端区进离场航线网络三维优化方法
B60,CN2611662Y,拉丝铆钉
F16,CN102494073A,一种起落架缓冲器
G08,CN103700287A,通过传感器脉冲执行交通工具防撞警告的系统和方法
B60,CN1880790A,制动加力器
F16,CN104712716A,中分正反转水源风源隔(双)层齿轮加速发电装置
G08,CN101372261A,地面车辆应答机
G08,CN204310056U,客机遭劫时由乘客参与的报警系统
B64,CN204433046U,一种失效安全解锁装置
G08,CN104252756A,用于飞机上的火焰探测报警器
F16,CN105673630A,一种可调节的内饰连接结构
G08,CN102436765A,一种用于机载防撞系统的接口适配方法及电路
F16,CN103452986B,一种轻型化抗疲劳自锁螺母及其制造方法
B60,CN101953670A,带式吸水器
B64,CN104724281A,一种组合前缘乘波体设计方法及组合前缘乘波体
B60,CN2743158Y,双保险安全轮胎
B60,CN104309807A,一种飞机公务舱座椅的扶手支撑架
B60,CN105599553A,折棚
B64,CN204606671U,防抖软体药箱
B60,CN104276062A,汽车、高铁、飞机座椅的设计、设置方法
B64,CN202572193U,一种外前襟翼定位器
G08,CN200985095Y,机场助航灯光检测车
B64,CN105673651A,一种防松动锁定机构
G08,CN105513305A,一种TAWS模块仿真测试平台
B64,CN204334686U,一种可变为无人机的手机壳
B64,CN105197238A,幻变扑翼泵喷飞机船配气动能炮
G08,CN104769618A,确定运输工具的实时延迟
B64,CN204415746U,登机桥、接机口及其自锁装置
F16,CN204533455U,机载吊挂视频专用变速箱
B64,CN204776050U,一种飞机传感器保护罩固定装置
F16,CN105564228A,一种电磁发电机、发动机的汽车
B64,CN104252762A,用于飞机供电室的防触电报警器
B60,CN1254660A,一种蹼爪和链条可伸缩的防滑车轮和轮胎
G08,CN105405323A,机场移动地图内显示对象和/或靠近交通工具数据的系统及方法
G08,CN101377887B,航班延误统计方法及装置
G08,CN104240541A,一种4D航迹生成方法
F16,CN201096155Y,飞机起落架制动刹车盘副
F16,CN105605083A,飞机连接件的连接器
G08,CN101256719A,公共交通工具当前位置人工查询系统
B64,CN105427677A,一种飞机泊位引导装置距离显示系统
F16,CN102459986A,限流器和限流器在飞机空调系统的空气分配系统中的应用
F16,CN103171762B,起落架减振器和操作所述起落架减振器的方法
B64,CN204279930U,一种机械式起落架顺序控制作动装置
B64,CN103388635A,用于飞机轮子的制动器
B60,CN104812707A,气泡电解水生成装置以及自动清洗装置
B64,CN1756696A,餐饮配送装置
F16,CN203115267U,控制阀自我诊断装置
B60,CN101490729B,汽车安全报警设备
B60,CN100355590C,安全轮
G08,CN104376744A,用于提供指示所需到达时间的显示的显示系统和方法
G08,CN103337199B,一种适用于机载防撞系统的多维机动防撞方法
