IPCNum,id,title
G08,CN102754136B,烟雾报警器
F16,CN103842704B,同轴管道系统的静电键合
G08,CN103680216A,用于改进跑道状态感知的系统和方法
G08,CN201081790Y,舱内空气质量报警及处理装置
F16,CN2423170Y,智能制动防抱死系统
B60,CN100519234C,飞机轮胎
G08,CN101465064B,终端区飞行冲突解脱方法和系统
B64,CN105240624A,一种飞机上用滑动支架
G08,CN101405186B,基于高亮度发光二极管的目视助航设备
G08,CN102847324B,动态地控制遥控飞机的姿态以自动执行翻滚式动作的方法
F16,CN203463834U,一种飞机用液压转动接头
B60,CN1112292C,路面轨道两用飞车
B60,CN2486382Y,制动节能装置
G08,CN102859569A,确定飞机的紧急情况着陆点
G08,CN103544852B,一种在机场场面监视视频中实现飞机自动挂标牌的方法
B64,CN204547630U,一种海陆空三栖飞机
F16,CN103195852A,一种机械最优化的液体惯性减振器和飞行器塔式系统
G08,CN102881188A,一种广播式自动相关监视目标的航迹建立方法
B64,CN204341399U,无人机外挂投放机构
B64,CN204408924U,一种施肥装置及包含该施肥装置的植保飞机
G08,CN203759818U,一种基于复合探测技术的吸气式飞机货舱火灾探测装置
B64,CN204279958U,一种飞机公务舱座椅的扶手支撑架
G08,CN102509476B,一种基于空管ATC系统监视数据的短期飞行冲突解脱方法
G08,CN102568249B,一种基于动态空域容量的飞行流量告警方法及其系统
F16,CN103052824B,盘式制动器的双向制动方法所采用的制动机构及系统
F16,CN101048314A,货物系统的滚轮/锁定件/动力驱动单元的一体化托架
B60,CN2114082U,万向稳定架
F16,CN104454831B,一种双面胶装托板游动自锁螺母连接组件及其连接方法
B64,CN104252762A,用于飞机供电室的防触电报警器
B64,CN103192988A,飞船
G08,CN103473956B,基于改进蚁群算法的终端区进离场航线网络三维优化方法
G08,CN101989374B,海洋风暴潮灾害预警系统及方法
G08,CN102737524B,用于飞行器轨迹管理的系统
F16,CN204433079U,一种双层折叠式飞机牵引杆快速接头
G08,CN104008673A,分布式通用航空服务站系统
B60,CN1668491A,用于汽车和飞机的自适应充气座垫和靠垫
G08,CN100568140C,在着陆或起飞点附近帮助导航旋翼飞机的方法和装置
B60,CN103182970A,两用座椅
F16,CN204327936U,一种全飞行包线工作的小流量润滑系统
F16,CN105626763A,飞机起落架二级减震防护方法
B64,CN101875325B,移动式大流量飞机除冰液供液站
F16,CN104801935A,飞机铝合金异型座舱加工方法
B64,CN105658520A,可线性展开的飞机座椅腿支架
G08,CN101992699A,太阳能无人飞船
B64,CN104691756A,一种直升飞机螺旋桨定位减震刹车装置
B64,CN104554818A,一种双层折叠式飞机牵引杆
B64,CN102991488A,具有自适应能力的刹车系统恒力矩控制方法
B64,CN204415715U,一种用于飞机刹车系统的机轮总成
G08,CN101308609B,利用虚拟领航机进行空中交通管制系统及其运行方法
B60,CN1803500A,汽车撑地式刹车方法
F16,CN104265745B,一种用于飞机口盖的高强度快卸紧固件
F16,CN203115353U,一种单向限流引气接头
B64,CN104608919A,一种有引流槽的前缘缝翼及引流槽的设计方法
F16,CN105526298A,飞机起落架减震防护方法
B60,CN1307992A,安全带防暴力装置
B64,CN2244115Y,夹管式吸冲器
F16,CN105202231A,一种飞机用金属密封快卸式单向阀
G08,CN101527085A,一种航班信息即动报知装置及其处理方法
B64,CN204507294U,飞行器起落架故障应急脱离跑道救援装置
B60,CN1042815C,两用车
G08,CN100541141C,用于展现信息的方法和系统
G08,CN101510363B,机场航班计划容量判定方法
F16,CN104514840A,飞机配重装置
B64,CN103522836A,一种飞机机轮拆装车
G08,CN204473146U,飞机座椅安全自动检测装置
B60,CN101003303A,水陆两栖喷气式直升机整体结构及空气动力方法
B64,CN102893010B,具有格栅或叶栅的飞机喷射发动机推力反向器
F16,CN103256432A,夹持块组件以及具有该夹持块组件的飞机
G08,CN104859862A,用于整理飞机显示器的以飞行员为中心的系统和方法
B60,CN2051590U,多钢球齿轮式机械锁紧装置
G08,CN100466014C,机场场面移动目标监视系统
F16,CN204606197U,一种快卸钉固定口盖密封装置
F16,CN104763861A,飞机高温导管隔热包覆方法
B60,CN203358508U,一种用于交通工具上的防护装置
B60,CN1327921A,交通运输工具行驶效率实时指示方法及其装置
G08,CN2351322Y,机场摆渡登机车
F16,CN105443610A,一种嵌入式摩擦离合器
F16,CN2220970Y,机动车船飞机弹力保险杠
B60,CN203611666U,铰接的车辆部分间过渡部装置的折棚或飞机登机桥的折棚
F16,CN204387165U,一种耐磨制动盘
B60,CN103253241A,机车清洗机
F16,CN102141129A,双旋翼主减速器的第一级天平摇臂机构
F16,CN202646795U,压力加油控制阀
B60,CN1184042A,大型异形铸型尼龙燃油箱制造方法
B64,CN204279949U,一种新型无人驾驶飞机
B64,CN1047056A,飞艇(又名：地表效应飞机)
B64,CN102581615B,一种用于翼身整体结构后段柔性工装平台
G08,CN101539931A,一种航班动态信息数据整合器及处理方法
G08,CN1045248A,光电视频监控系统
G08,CN101339699A,一种Petri网的链式航班延误预警装置及其处理方法
B60,CN104626693A,一种新型轻质结构材料及其制备方法与应用
G08,CN100444138C,无线发动机监控系统
B64,CN204776042U,用于飞机上的密封连接机构
G08,CN103514759B,交通信息显示装置以及交通信息显示方法
B60,CN204870406U,折棚
F16,CN104482280A,一种飞机气密舱的排水方法
G08,CN102073846B,基于航拍图像的交通信息获取方法
B60,CN1057048C,乘客座椅
B64,CN105035341A,升空发射器
F16,CN203189464U,沉头单面拉铆钉
B60,CN1254660A,一种蹼爪和链条可伸缩的防滑车轮和轮胎
F16,CN2856214Y,集便器排泄球阀
B60,CN1982094A,多子胎自补防爆轮胎及自补方法
B60,CN1072380A,非充气轮胎
G08,CN105518763A,飞机航行用信息生成装置、飞机航行用信息生成方法以及飞机航行用信息生成程序
G08,CN201130404Y,数字语言告警器
G08,CN100423964C,用于支持路径控制的方法和系统
B60,CN2500538Y,半驾驶室飞机食品车
G08,CN100517413C,一种ADS－B管制工作站数据处理系统
B60,CN2106746U,汽车智能电器开关
B64,CN104760000A,一种机床立柱式柔性工装
F16,CN1912406A,有选择地隔绝固源噪声的方法、叠层球窝接头、机械连接以及飞机
F16,CN104121267A,一种密封自锁螺母组件及制作方法
F16,CN104539905A,电力无人直升机可见光精确检测系统
G08,CN102855775A,飞机当前位置预估方法
B64,CN201235934Y,用于加工飞机装配型架卡板定位孔的转接板
F16,CN203488880U,一种贯穿飞机壁板的导管连接结构
B60,CN1751901A,飞机轮胎
B60,CN1403309A,除震车轮
B64,CN101384482A,用于飞机的能量吸收器
G08,CN104252756A,用于飞机上的火焰探测报警器
B60,CN105480130A,乘员与车辆短暂运动分离并消除惯性的座椅底座安全装置
B64,CN104925260A,用于控制飞机座舱中的压力的方法和系统
B60,CN104369771A,减少雾霾的方法及移动式交通工具
B60,CN204383237U,一种新型可调车座套
B60,CN103552535A,自动充气救生衣
B60,CN1491827A,一种操控交通工具的装置
B60,CN100586769C,一种防抱死方法
B60,CN1822951A,具有功能化安全性的窗玻璃
F16,CN103171762B,起落架减振器和操作所述起落架减振器的方法
G08,CN102103803A,一种机场终端区航空器的监控方法
B64,CN104608942A,一种超高速飞行器的热防护与减阻方法和系统
F16,CN204358224U,一种飞机气密舱的排水阀门
F16,CN103144624A,一种飞机刹车控制阀
B64,CN102059549A,基于四个数控定位器的飞机发动机调姿安装系统及使用方法
G08,CN104299454B,一种恶劣天气下多机场协同放行系统航班排序方法
G08,CN101156189A,用于辅助机场内飞机地面导航的方法和装置
G08,CN104183159B,一种基于有向元胞自动机空中导航及冲突解脱方法
F16,CN101472798B,飞机机身损坏区域的维修方法
B60,CN1305715C,不紧贴身式安全带
G08,CN105531748A,降落判断辅助系统、降落判断辅助方法以及降落判断辅助程序
G08,CN103680213A,用于确定合适航点位置的方法
B64,CN204701766U,箭式垂直起降飞机
B64,CN104494815A,一种飞机防滑刹车系统落地保护方法
G08,CN101258533A,用于进行自动跑道选择的方法、设备和数据库产品
G08,CN104802999A,用于图形化显示闯入者错误气压的系统和方法
B64,CN204433082U,一种双层折叠式飞机牵引杆
B64,CN205203371U,一种飞机用螺旋桨叶片、螺旋桨及飞机
F16,CN1291173C,双元炭基体优化组合的飞机炭刹车盘制造方法
B60,CN2792839Y,多子胎自补防爆轮胎
B60,CN103465807A,系列座卧两用交通工具及其单独座卧两用椅
B64,CN204124005U,防护型飞机餐板
G08,CN1471696A,小耗能的信标装置
F16,CN103982578B,一种飞机碳/碳复合材料刹车盘摩擦对偶的制备方法
G08,CN205050359U,一种合作驾驶航空器系统
B64,CN103085790B,飞机制动系统结构
G08,CN1729493A,飞机内部用的监视系统
B60,CN1268455A,气垫船
G08,CN1924561A,烟雾自适应检测方法及系统
F16,CN103644189A,一种可调节起落架作动筒长度并具有止动功能的连接结构
G08,CN103377566A,用于识别与候机口上飞机的停机处有关的飞机的方法
G08,CN102930748B,通过ACARS数据链监视飞机状态的方法
B60,CN100402325C,两栖车辆悬架
F16,CN205244361U,摩擦片滑杆式离合器的机械换档机构
B60,CN1217268A,一种车辆反盗窃反劫持图象自动传输记录装置
G08,CN105329450A,机载燃油系统远程接口单元
F16,CN201692547U,一种安全保护装置
B64,CN104590577A,无人机发射助推器安装座调装平台及其使用方法
B64,CN1034899A,货物运输装置
G08,CN1659602A,跟踪系统和相关方法
B64,CN101774337A,飞机胎压实时监控系统及监控方法
F16,CN1919627A,竖向平移式空间多连杆独立悬架
F16,CN203703441U,一种波纹管式万向接头
G08,CN104240541B,一种4D航迹生成方法
B64,CN202244095U,太阳能航拍飞机
B60,CN2351334Y,航空特种车辆轮挡装置
B60,CN104442731A,全自动双轮轿车擦洁器
B60,CN100333927C,具有由芳香尼龙纤维制成的保护胎冠帘布层的轮胎
B60,CN203358396U,一种气凝胶减震座椅
G08,CN101189160B,包括电子器件的窗板及读写该电子器件中信息的方法
F16,CN2630565Y,机载电子设备用隔振器
B60,CN1178171A,膜盒式蓄能器
B64,CN201632818U,一种飞机发动机安装车
G08,CN203928918U,一种盲炮信号探测无人机系统
F16,CN2861011Y,飞机行李车输送带调整装置
F16,CN104471808A,电流回路连接绝缘线束和将其安装在复合机身框架的方法
F16,CN105041906A,多段式大功率高速多片湿式离合器
B64,CN204527631U,多旋翼飞行器桨盘
G08,CN104346957A,用于突出显示围绕飞机的无险区域的系统及方法
G08,CN101527088A,广播式自动相关监视的航迹处理方法和装置
B60,CN105658446A,飞机轮胎胎冠增强件
G08,CN105333900A,基于多旋翼平台的烟气监测系统及其方法
G08,CN101527087B,航班过台间隔的实现方法
G08,CN102222412A,一种引入空域容量的航路汇聚点布局优化方法
F16,CN203836057U,一种双腔油气式大功量起落架缓冲器
F16,CN202719201U,多臂控制阀及交通工具燃料供给控制阀
F16,CN104265745A,一种用于飞机口盖的高强度快卸紧固件
B60,CN1144174A,安全飞机和车辆或用于其保护乘员生命的安全装置
B60,CN2072487U,充气领
B64,CN204624752U,手推式航空装卸组合货桥
G08,CN201472673U,机场激光导航系统
F16,CN203549262U,一种试压堵头
F16,CN103672305A,一种磁悬浮轴承飞机发动机外壳
